date,lastSyncTime,steps,distance,runDistance,calories
2019-10-19,1571523780,2842,1918,274,70
2019-10-20,1571612724,9281,6320,601,218
2019-10-21,1571740436,10315,6958,730,238
2019-10-22,1571782150,10128,7026,578,240
2019-10-23,1571868749,5551,3902,277,137
2019-10-24,1572013257,10485,7737,395,273
2019-10-25,1572040835,7046,5220,144,176
2019-10-26,1572128631,9909,7053,981,261
2019-10-27,1572220474,14098,9886,573,342
2019-10-28,1572350302,10299,7913,1052,308
2019-10-29,1572391525,10266,7003,447,238
2019-10-30,1572477275,11638,8412,436,288
2019-10-31,1572573997,2269,1532,147,56
2019-11-01,1572650326,5526,3966,283,136
2019-11-02,1572737592,11300,7683,913,256
2019-11-03,1572822579,12929,9088,555,315
2019-11-04,1572935695,6407,4853,310,181
2019-11-05,1573039585,6769,4791,281,164
2019-11-06,1573081669,2687,1899,140,69
2019-11-07,1573176771,863,558,140,26
2019-11-08,1573255340,13100,9178,778,325
2019-11-09,1573342208,9088,6238,527,212
2019-11-10,1573428610,11640,8111,559,279
2019-11-11,1573561401,6584,4746,351,171
2019-11-12,1573599778,4105,2956,196,111
2019-11-13,1573688102,16251,11547,633,403
2019-11-14,1573772662,11271,7841,594,269
2019-11-15,1573859051,2320,1672,232,63
2019-11-16,1573945520,4570,3121,404,112
2019-11-17,1574032956,10391,7151,628,236
2019-11-18,1574129470,7676,5558,253,202
2019-11-19,1574249672,5748,4180,486,162
2019-11-20,1574301728,2605,1849,163,69
2019-11-21,1574377867,11112,7763,972,281
2019-11-22,1574505305,3691,2761,957,116
2019-11-23,1574671975,8670,6028,588,211
2019-11-24,1574671975,12548,8388,992,279
2019-11-25,1574724546,7884,5527,380,188
2019-11-26,1574809807,5718,3962,449,140
2019-11-27,1574895967,6570,4869,262,179
2019-11-28,1574983146,7477,5109,464,168
2019-11-29,1575069186,3561,2471,181,91
2019-11-30,1575165487,9637,6750,661,231
2019-12-01,1575241686,689,445,98,19
2019-12-02,1575328146,8782,5945,684,197
2019-12-03,1575415386,11100,7960,541,279
2019-12-04,1575977229,10366,7058,878,244
2019-12-05,1575977231,7072,5009,284,170
2019-12-06,1575977230,2303,1649,64,59
2019-12-07,1575977228,1353,906,135,38
2019-12-08,1575977228,9743,7545,110,263
2019-12-09,1575977229,12201,8439,502,283
2019-12-10,1576020966,9283,6382,467,214
2019-12-11,1576107060,13363,9147,964,310
2019-12-12,1576192326,3063,2108,223,71
2019-12-13,1576278012,10501,7785,544,274
2019-12-14,1576365727,16798,11981,452,393
2019-12-15,1576452127,20192,14535,411,482
2019-12-16,1576538408,22258,15920,822,524
2019-12-17,1576623669,4242,3060,218,110
2019-12-18,1576711507,10193,7430,392,264
2019-12-19,1576977995,8593,5756,953,199
2019-12-20,1576977996,4733,3194,309,107
2019-12-21,1576977996,9650,6625,858,224
2019-12-22,1577379433,8215,5535,463,184
2019-12-23,1577379434,3685,2595,290,93
2019-12-24,1577379434,1132,750,103,29
2019-12-25,1577379433,1540,1008,131,35
2019-12-26,1577395009,8259,5957,309,213
2019-12-27,1577481667,7755,5440,642,184
2019-12-28,1577568067,24003,16822,333,530
2019-12-29,1577653384,25246,17441,590,550
2019-12-30,1577740027,15295,11102,408,369
2019-12-31,1577834427,2093,1362,195,49
2020-01-01,1577913254,9927,6794,519,236
2020-01-02,1577999647,25094,18562,1417,649
2020-01-03,1578169628,15225,10853,623,372
2020-01-04,1578173231,18389,13449,590,452
2020-01-05,1578603457,17264,11999,1019,396
2020-01-06,1578603457,8408,5810,484,198
2020-01-07,1578603458,8419,5753,328,181
2020-01-08,1578603458,5013,3486,390,123
2020-01-09,1578612368,2870,1908,174,66
2020-01-10,1578698766,10160,7749,181,259
2020-01-11,1578785287,11940,8964,321,294
2020-01-12,1578871566,9756,6700,619,220
2020-01-13,1578957187,11308,7879,1071,278
2020-01-14,1579043287,4952,3567,222,130
2020-01-15,1579129688,1881,1367,37,48
2020-01-16,1579215904,4626,3233,686,113
2020-01-17,1579302301,3456,2421,204,86
2020-01-18,1579388709,691,448,48,17
2020-01-19,1579476063,8308,5662,977,193
2020-01-20,1579562487,9974,6755,759,225
2020-01-21,1579648863,4815,3478,1337,144
2020-01-22,1579799313,8249,6285,194,232
2020-01-23,1579822143,5052,3458,310,115
2020-01-24,1579906802,1441,931,112,34
2020-01-25,1579993203,11246,8590,202,292
2020-01-26,1580083477,9607,6576,678,227
2020-01-27,1580166010,6581,4583,824,155
2020-01-28,1580253421,2480,1647,260,58
2020-01-29,1580340253,8430,5836,421,200
2020-01-30,1580673003,12381,8549,683,284
2020-01-31,1580673003,8678,6347,176,224
2020-02-01,1580673004,1473,1017,147,36
2020-02-02,1580684703,8936,6053,868,204
2020-02-03,1581027739,10061,7040,723,247
2020-02-04,1581027739,6361,4557,372,161
2020-02-05,1581027740,6456,4767,340,177
2020-02-06,1581030002,4681,3333,178,118
2020-02-07,1581116401,7922,5991,105,200
2020-02-08,1581202801,6470,4328,501,139
2020-02-09,1581289742,9012,6167,538,207
2020-02-10,1581376154,8896,6482,353,231
2020-02-11,1581462966,2149,1547,129,55
2020-02-12,1581610561,10525,7445,656,256
2020-02-13,1581635761,10985,9161,4770,438
2020-02-14,1581722167,11345,8062,565,281
2020-02-15,1581809405,2580,1731,271,60
2020-02-16,1581895146,9038,6060,561,198
2020-02-17,1581981303,7874,6310,3208,295
2020-02-18,1582067704,3347,2400,98,83
2020-02-19,1582154343,2340,1668,100,59
2020-02-20,1582240443,5085,3623,269,128
2020-02-21,1582326121,7991,5731,1267,209
2020-02-22,1582460895,10862,7553,504,259
2020-02-23,1582648987,7667,5061,577,175
2020-02-24,1582648988,8624,5939,487,207
2020-02-25,1582795917,10422,7135,607,233
2020-02-26,1582795917,10574,7551,418,255
2020-02-27,1582837862,3678,2575,256,97
2020-02-28,1582924743,290,187,49,8
2020-02-29,1583010243,9879,7038,475,239
2020-03-01,1583097620,16030,11733,142,387
2020-03-02,1583191503,8018,5793,538,204
2020-03-03,1583277365,6619,4662,285,164
2020-03-04,1583363464,7094,5011,151,178
2020-03-05,1583450762,8793,6461,281,230
2020-03-06,1583537164,8251,5854,354,199
2020-03-07,1583622723,10404,7984,222,267
2020-03-08,1583829316,445,288,69,12
2020-03-09,1583829316,6714,4706,223,162
2020-03-10,1583881444,9894,6860,594,242
2020-03-11,1583969940,13369,9962,495,351
2020-03-12,1584054485,10908,7499,628,249
2020-03-13,1584185364,9717,6687,735,229
2020-03-14,1584227841,5487,3663,650,118
2020-03-15,1584494097,8465,5566,825,190
2020-03-16,1584494097,7812,5328,393,182
2020-03-17,1584494097,3513,2492,195,85
2020-03-18,1584572882,6326,4474,309,156
2020-03-19,1584659583,9415,6506,769,218
2020-03-20,1584746605,8694,6166,260,203
2020-03-21,1584832683,7636,5991,2660,269
2020-03-22,1584919088,8741,5898,485,198
2020-03-23,1585037583,3996,2753,250,98
2020-03-24,1585092182,6798,4537,498,153
2020-03-25,1585180201,10691,7613,753,261
2020-03-26,1585264201,7427,5108,857,181
2020-03-27,1585352241,2519,1693,154,56
2020-03-28,1585437424,998,645,68,25
2020-03-29,1585520809,6838,4502,405,144
2020-03-30,1586093113,10034,6862,875,232
2020-03-31,1586093113,9920,6858,531,225
2020-04-01,1586093110,2927,1981,320,75
2020-04-02,1586093111,2734,1878,176,69
2020-04-03,1586093111,2306,1555,69,55
2020-04-04,1586093112,9290,6210,718,203
2020-04-05,1586304065,7911,5324,564,177
2020-04-06,1586304065,7535,5043,575,163
2020-04-07,1586304065,2299,1533,137,49
2020-04-08,1586383201,13651,10641,3774,455
2020-04-09,1586471374,9995,7652,175,267
2020-04-10,1586556607,10085,7819,138,266
2020-04-11,1586644064,1576,1043,142,36
2020-04-12,1586729822,9451,7328,154,248
2020-04-13,1586815742,5696,4955,3810,269
2020-04-14,1586902203,4081,2664,310,100
2020-04-15,1586988866,1656,1070,170,39
2020-04-16,1587076143,2812,1878,201,70
2020-04-17,1587161187,7960,6728,4229,348
2020-04-18,1587248822,3040,2089,385,81
2020-04-19,1587335162,4385,2925,395,96
2020-04-20,1587420082,8760,6021,1026,208
2020-04-21,1587507183,10300,7744,356,269
2020-04-22,1587593582,4908,3588,96,135
2020-04-23,1587679322,5218,3459,309,122
2020-04-24,1587766984,8387,5647,626,192
2020-04-25,1587853743,3462,2368,331,84
2020-04-26,1587939663,10243,6956,504,233
2020-04-27,1588024880,9921,6809,735,235
2020-04-28,1588112043,8042,5584,374,188
2020-04-29,1588199077,3208,2201,292,70
2020-04-30,1588285442,1237,800,146,33
2020-05-01,1588370958,2263,1491,136,53
2020-05-02,1588457822,8791,5989,711,205
2020-05-03,1588544163,9149,6287,733,218
2020-05-04,1588632781,7248,4939,802,171
2020-05-05,1588717383,5036,3519,492,125
2020-05-06,1588802523,7735,5365,499,185
2020-05-07,1588889941,2534,1771,169,68
2020-05-08,1588977458,7144,4829,620,174
2020-05-09,1589068136,7053,4750,368,161
2020-05-10,1589148602,8820,6067,565,209
2020-05-11,1589235003,3582,2616,162,95
2020-05-12,1589321162,9219,7068,176,245
2020-05-13,1589408174,7805,5219,726,171
2020-05-14,1589494562,2871,1917,526,67
2020-05-15,1589581382,10195,7012,1192,241
2020-05-16,1589667787,1763,1140,159,43
2020-05-17,1589752801,6429,4305,569,148
2020-05-18,1589839381,3929,2690,505,92
2020-05-19,1589925841,8874,6171,458,205
2020-05-20,1590013567,3358,2295,167,74
2020-05-21,1590099785,4609,3045,353,105
2020-05-22,1590184863,7722,6083,2309,264
2020-05-23,1590272910,7234,4887,350,162
2020-05-24,1590357901,7930,5305,682,172
2020-05-25,1590445202,9923,6825,826,227
2020-05-26,1590530531,7442,6184,3053,284
2020-05-27,1590617584,2306,1555,305,62
2020-05-28,1590704703,3346,2181,372,78
2020-05-29,1590790803,9217,7328,2578,306
2020-05-30,1590876122,9130,6216,590,212
2020-05-31,1590962824,7088,4689,554,160
2020-06-01,1591050008,11182,7499,780,244
2020-06-02,1591136707,4198,2756,345,95
2020-06-03,1591222742,5498,3929,355,132
2020-06-04,1591308002,3489,2304,166,77
2020-06-05,1591395001,9785,7379,170,247
2020-06-06,1591431723,63,41,0,2
2020-06-07,1591482480,0,0,0,0
2020-06-08,0,0,0,0,0
2020-06-09,1591711084,153,99,9,4
2020-06-10,0,0,0,0,0
2020-06-11,0,0,0,0,0
2020-06-12,0,0,0,0,0
2020-06-13,1592088768,7790,5163,575,164
2020-06-14,1592172787,6156,4166,453,142
2020-06-15,1592259181,8833,6843,2218,279
2020-06-16,1592345342,3019,2227,138,82
2020-06-17,1592431322,11576,8656,2211,346
2020-06-18,1592517783,4097,2688,221,90
2020-06-19,1592605203,7103,4862,301,161
2020-06-20,1592691842,8835,6013,624,198
2020-06-21,1592777103,7465,4988,542,164
2020-06-22,1592863622,9415,6390,556,213
2020-06-23,1592950802,2623,1728,231,58
2020-06-24,1593036901,145,94,24,4
2020-06-25,1593123902,10093,7422,257,255
2020-06-26,1593209163,2672,1746,165,60
2020-06-27,1593295622,15661,11659,2724,450
2020-06-28,1593381663,6730,4465,473,152
2020-06-29,1593468667,10088,6984,595,232
2020-06-30,1593555783,7257,5839,2136,256
2020-07-01,1593641524,3382,2374,238,87
2020-07-02,1593727924,6161,5257,3075,264
2020-07-03,1593814683,8266,5752,415,193
2020-07-04,1593900782,6441,4246,763,147
2020-07-05,1593986585,5967,4055,393,141
2020-07-06,1594073342,2163,1425,167,49
2020-07-07,1594160523,2297,1520,192,51
2020-07-08,1594245663,1154,746,108,25
2020-07-09,1594332605,9316,7078,249,241
2020-07-10,1594419002,1349,926,62,34
2020-07-11,1594505402,5282,4532,2849,236
2020-07-12,1594593602,1130,738,160,30
2020-07-13,1594678743,8962,6164,788,213
2020-07-14,1594765622,6041,4535,597,163
2020-07-15,1594852143,542,350,32,13
2020-07-16,1594938603,2873,1911,140,66
2020-07-17,1595024041,1085,701,119,27
2020-07-18,1595110141,6976,4735,523,153
2020-07-19,1595196541,7955,5339,586,179
2020-07-20,1595284142,12171,8591,682,280
2020-07-21,1595372340,1954,1296,93,44
2020-07-22,1595455681,3135,2053,166,73
2020-07-23,1595542133,2492,1666,247,61
2020-07-24,1595628663,6233,4456,379,152
2020-07-25,1595716624,6958,4669,676,158
2020-07-26,1595801406,9690,6628,1114,224
2020-07-27,1595887443,3675,2512,233,86
2020-07-28,1595974441,1595,1046,149,38
2020-07-29,1596060363,6531,4491,1054,149
2020-07-30,1596147662,10981,7477,218,257
2020-07-31,1596237242,8228,5531,421,174
2020-08-01,1596320582,7254,4941,680,165
2020-08-02,1596407352,8865,5991,764,192
2020-08-03,1596493741,8648,5898,579,201
2020-08-04,1596579961,3136,2256,406,75
2020-08-05,1596761821,1762,1222,98,44
2020-08-06,1596761822,2213,1528,134,54
2020-08-07,1596891531,6532,4544,595,152
2020-08-08,1596924360,3172,2091,189,71
2020-08-09,1597012143,7408,5078,452,158
2020-08-10,1597097941,8456,5724,517,182
2020-08-11,1597187297,7792,5664,220,191
2020-08-12,1597270081,7789,5532,443,189
2020-08-13,1597356483,1968,1380,96,45
